program_name,q,a
서울형 청년인턴 직무캠프,직무캠프 신청자격은 어떻게 되나요?,"18세 이상~ 34세 이하의 서울시 거주 청년 구직자로 참여배제 사유가 없는 자 *모집공고일 기준 1990.4.2. ~ 2007.4.1. 출생자에 한하나, 「제대군인법 시행령」 제19조에 따라 제대군인의 응시연령을 군복무기간만큼 최대 3년 연장 *참여배제 대상 1. 서울시민이 아닌 자 2. 고등학교,대학 또는 대학원에 재학 중이거나 휴학 중인 자 * 졸업예정자 참여가능(졸업예정증명서 증빙 필수) 3. 서울시·중앙부처 등의 공공일자리 사업에 참여 중인 자 4. 2021~2024년 서울형 청년인턴 직무캠프 참여자 5. 신청서, 개인정보제공동의서 등 필수서류를 제출하지 않은 자 6. 서울시에 주민등록이 등재되어 있지 않은 외국인 7. 직무내용이 아동·청소년 관련 사업의 경우, 「아동·청소년 성보호에 관한 법률」 등에서 정한 범죄경력이 있는 자 8. 직무내용이 노인 관련 사업의 경우, 「노인복지법」 등에서 정한 범죄경력이 있는 자 9. 사업 참여 시작일(사전직무교육 시작일) 현재 취업상태인 자 10. 사업자등록증이 있는 자(단, 사업자등록을 한 경우라도 휴업신고를 하는 등 실제 사업을 하지 아니 하였음을 증명한 경우 또는 부동산 임대업 중 근로자를 고용하지 아니하고 임대사무실도 두지 아니한 경우임을 증명한 경우에는 참여 가능) 11. 기타 지병·건강쇠약 등으로 실습이 불가하다고 판단되는 자 외국인의 경우, 서울 소재 대학을 졸업한 34세 이하 청년으로 아래 요건을 모두 만족하여야 함 ※ 서류전형을 포함한 모든 선발전형은 한국어로 진행됨 ① D-10 비자 소지자이며 국내 체류기간이 2025.12.31.까지 유효한 자 ② 2025년 하반기 4개월간(7~10월 예정) 인턴활동(연수활동)에 결격사유 없는 자 ③ 2024년 8월 또는 2025년 2월 졸업생 ④ 한국어능력시험(TOPIK) 4~6급 이상 소지자(모집공고일 기준 유효기간 2년 내)-사업 참여배제 대상"
서울형 청년인턴 직무캠프,직무분야에 중복 신청할 수 있나요?,"1인 1개 직무분야 신청이 원칙입니다. E1. 경영사무 E2. 영업광고마케팅 E3. 국제협력 중복신청이 확인될 시, 탈락 조치됩니다."
서울형 청년인턴 직무캠프,"어학시험 성적표 관련하여, 기준점수가 있나요?","TOEIC,TOEFL,OPic 등 (모집공고일 기준 2년 내) 어학시험 성적표는 평가시 자료로 활용되며, 시험별 신청 가능한 기준점수는 두지 않습니다."
긴급생활안정자금 지원(한강론),채무조정은 신청하기만 하면 확정되는 건가요?,채무조정은 심의위원회 심의·의결 및 채권금융회사의 동의를 거쳐 확정됩니다. 이때 채권금융회사 동의는 무담보채권 및 담보채권 총액 중 동의한 채권금융회사 채권합계액이 과반수 이상이어야 합니다.
긴급생활안정자금 지원(한강론),채무조정을 신청할 수 있는 대상은?,"약정한 기일 내에 채무를 변제하지 아니하고, 위원회와 협약을 체결한 자(채권금융회사)에 대한 총 채무액이 15억원(무담보채무액 5억원, 담보채무액 10억원)이하이면서 최저생계비 이상의 수입이 있거나 심의위원회가 채무상환이 가능하다고 인정하는 경우 채무조정을 신청할 수 있습니다.
단, 채무자 소득이 최저생계비에 미달하더라도 가족 등 제3자가 채무상환에 필요한 소득을 제공할 수 있는 경우에는 채무조정을 신청할 수 있습니다."
긴급생활안정자금 지원(한강론),신용회복위원회의 채무조정제도는 무엇인가요?,"신용회복위원회의 채무조정제도는 채권금융회사에 대하여 채무자가 부담하는 채무를 상환기간 연장 및 분할상환, 상환유예, 채무감면 등의 방법으로 상환조건을 변경하여 안정적 채무상환 여건을 마련함으로써 채무자의 경제적 회생을 도모하는 제도입니다."
긴급생활안정자금 지원(한강론),개인회생 진행 절차는 어떻게 되나요?,"개인회생 절차는 아래와 같이 진행됩니다. 
개인회생 신청(신청일 부터 14일이내 변제계획안 제출) → 개인회생위원 선임 → 보전처분 중지명령, 포괄적 금지명령 → 개시결정(신청일 부터 1월이내) → 채권이의기간(개시결정일부터 2월이내) → 채권자집회(개시결정일부터 3월이내) → 변제계획인가(신용불량 등록해제) → 변제계획의 수행(개인회생위원 감독) → 면책"
긴급생활안정자금 지원(한강론),개인회생 신청 조건은 무엇인가요?,"개인회생 신청 조건은 아래와 같습니다.
① 급여소득자 또는 영업소득자 : 매달 월급이나 연금, 사업소득 등 정기적이고, 확실한 수입을 계속하여 얻을 가능성이 있는 사람이어야 합니다.
② 채무총액 : 무담보 채무의 경우 10억 원, 담보부 채무의 경우 15억 원을 넘지 않아야 합니다. 
③ 변제기간 : 5년을 초과할 수 없습니다.
④ 지급불능 : 소유하고 있는 재산(부동산, 동산, 예금, 임대차보증금반환채권 등)보다 채무가 많아야 합니다.
⑤ 종래 면책결정(파산절차에 의한 면책을 포함함)을 받은 적이 있다면 5년을 경과하여야 합니다."
긴급생활안정자금 지원(한강론),신용회복위원회 개인회생·파산 신청 지원 요건은 어떻게 되나요?,"신용회복위원회 개인파산 신청 지원 요건은 아래와 같습니다.
① 신용회복위원회 채무조정 제도로는 채무문제를 해결하기 어렵고 ② 소득 기준(국민기초생활보장법에 의해 보건복지부장관이 고시한 기준 중위소득 125%이하 소득자)을 충족하는 경우 개인회생·파산 신청 지원을 받을 수 있습니다.  
신용회복위원회를 통해 개인회생·파산을 진행하는 분들 중 사회취약계층(기초생활수급자, 장애인, 60세이상자, 한부모가족 등)에 해당하는 경우에는 개인회생·파산 절차에 소요되는 비용(인지대, 송달료, 파산관재인 비용 등)도 지원받을 수 있습니다.
세부적인 지원 기준은 위원회 지부 상담을 통해 확인해주시기 바랍니다."
서울형 긴급복지 지원,긴급복지 지원 대상 위기사유로는 무엇이 있나요?,"주소득자가 사망, 가출, 행방불명, 구금시설에 수용되는 등의 사유로 소득을 상실한 경우
중한 질병 또는 부상을 당한 경우
가구구성원으로부터 방임ㆍ유기되거나 학대 등을 당한 경우
가정폭력을 당하여 가구구성원과 함께 원만한 가정생활을 하기 곤란하거나 가구구성원으로부터 성폭력을 당한 경우
화재 또는 자연재해 등으로 인하여 거주하는 주택 또는 건물에서 생활하기 곤란하게 된 경우
주소득자 또는 부소득자의 휴업, 폐업 또는 건물에서 생활하기 곤란하게 된 경우
주소득자 또는 부소득자의 실직으로 소득을 상실한 경우
보건복지부령으로 정하는 기준에 따라 지방자치단체의 조례로 정한 사유가 발생한 경우
보건복지부장관이 정하여 고시하는 사유가 발생한 경우
① 이혼으로 소득이 현저히 감소한 경우
② 단전된 때
③ 교정시설에서 출소한 자가 생계 곤란한 때
④ 가족으로부터 방임ㆍ유기 또는 생계곤란 등으로 노숙을 하는 경우
⑤ 복지사각지대 발굴 대상자로서 관련 부서로부터 생계가 어렵다고 추천을 받은 경우
⑥ 통합사례관리 대상자로서 관련 부서로부터 생계가 어렵다고 추천을 받은 경우
⑦ 자살한 자의 유족, 자살을 시도한 자 또는 그의 가족인 자살 고위험군으로서 관련 기관으로부터 생계가 어렵다고 추천을 받은 경우
⑧ 타인의 범죄로 인하여 피해자가 거주하는 주택 또는 건물에서 생활하기 곤란하여 거주지를 이전하는 경우
- 전세사기피해자 지원 및 주거안정에 관한 특별법 제28조를 적용 받는 경우
- 10.29 이태원 참사 피해자 권리보장과 진상규명 및 재발방지를 위한 특별법 제62조를 적용받는 경우"
서울형 긴급복지 지원,긴급복지 지원 대상 위기사유 중 지방자치단체의 조례로 정한 사유,"입원환자, 치매노인, 알콜 중독자, 정신질환자 등을 간병, 보호 등으로 소득활동이 미미하여 생계가 어려운 경우
임신, 출산 후 6개월 이내로 아이양육 등으로 소득이 미미하여 생계가 어려운 경우
주 소득자의 군복무 등으로 생계가 어려운 경우
주거로 보기 어려운 창고, 폐가, 천막집, 다리 밑, 트럭 등으로 전전하며 생활하는 경우
부모 등 보호자의 가출, 알콜·도박 중독, 정신질환 등으로 사실상 아동을 방치하는 경우
「국민기초생활보장법」상 급여종류별 보장이 중지된 수급자 가구로서 중지된 날로부터 3개월 이내 생계가 어려운 경우
「국민기초생활보장법」상 급여를 신청하였으나 급여가 결정되기 전으로서 생계가 어려운 경우
「국민기초생활보장법」상 급여를 신청 후 급여종류별 보장 부적합 가구로 결정된 날로부터 3개월 이내 생계가 어려운 경우
실직, 폐업 등 사유로 수도, 가스 등 그 사용료 체납으로 인하여 1개월 이상 공급이 중단되어 생계가 어려운 경우
「국민기초생활보장법」에 따른 국민건강보험료를 최근 6개월 이상 체납된 경우
실직, 폐업 등 사유로 월세 등 주택임차료를 3개월 이상 체납된 경우
단, 임시거주지 포함하여 월 임대료 50만원 이하로 월세 차감 후 보전되어 있는 보증금이 주거지원 금융재산 기준 이하인 경우

신용회복위원회 사전채무조정제도를 통해 채무변제유예처분을 받은 사람 중 생계가 어려운 경우
과다채무로 3개월 이상 상환하고 있으며 생계가 어려운 경우
자살고위험군으로 생계가 어렵다고 보건소, 정신건강보건센터, 의료기관 등에서 추천하는 경우
통합사례관리 대상자 중 생계가 어렵다고 관련 부서에서 추천하는 경우
그 밖에 구청장이 정하는 사유로 생계가 어려운 경우
※ 지방자치단체의 조례로 정한 사유는 각 구청마다 다를 수 있습니다."
